title,budget,revenue,genre,belongs_to_franchise,production_company,cert,runtime,popularity,release_season,release_month,averageRating
Bicentennial Man,100000000.0,93700000.0,Comedy,0,Other,PG,131.0,9.369918,Fall,Dec,6.9
Stuart Little,133000000.0,300135367.0,Animation,1,Sony Pictures,PG,84.0,8.3595,Fall,Dec,5.9
Fantasia 2000,80000000.0,90874570.0,Animation,1,Walt Disney Studios,G,74.0,14.972573,Fall,Dec,7.2
Onegin,14000000.0,206128.0,Drama,0,Other,R,104.0,7.171138,Fall,Dec,6.9
Simpatico,10000000.0,929606.0,Comedy,0,Other,R,106.0,3.143748,Summer,Sep,4.7
Man on the Moon,82000000.0,47434430.0,Comedy,0,NBCUniversal,R,118.0,13.217419,Fall,Dec,7.4
Galaxy Quest,45000000.0,90683916.0,Comedy,0,Other,PG,102.0,15.831374,Fall,Dec,7.3
The Talented Mr. Ripley,40000000.0,128798265.0,Thriller,1,ViacomCBS,R,139.0,11.65502,Fall,Dec,7.4
Next Friday,11000000.0,59827328.0,Comedy,1,WarnerMedia,R,98.0,10.06545,Winter,Jan,6.2
The Hurricane,50000000.0,73956241.0,Drama,0,Other,R,146.0,5.716009,Summer,Sep,7.6
Angela's Ashes,25.0,13.0,Drama,0,Other,R,145.0,4.496585,Fall,Dec,7.3
Play It to the Bone,24000000.0,8434146.0,Comedy,0,Other,R,124.0,4.347609,Fall,Dec,5.5
Supernova,90000000.0,14828081.0,Horror,0,Other,PG-13,91.0,5.496624,Winter,Jan,4.9
The Terrorist,24554.0,140021.0,Drama,0,Other,R,95.0,0.154526,Summer,Sep,7.0
Dead Calm,10000000.0,7825000.0,Crime,0,Other,R,96.0,13.464246,Spring,Apr,6.8
Fast Times at Ridgemont High,4500000.0,27092880.0,Comedy,0,NBCUniversal,R,90.0,14.658885,Summer,Aug,7.2
A Cry in the Dark,15000000.0,6908797.0,Drama,0,Other,PG-13,120.0,3.970538,Fall,Nov,6.9
Batman: Mask of the Phantasm,6000000.0,5617391.0,Action,1,WarnerMedia,PG,76.0,7.29114,Fall,Dec,7.8
Poison,250000.0,609524.0,Drama,0,Other,R,85.0,1.924535,Spring,Apr,6.5
Isn't She Great,36000000.0,3003296.0,Drama,0,Other,R,95.0,0.907927,Winter,Jan,5.5
Sister Act,31000000.0,231605150.0,Other,1,Walt Disney Studios,PG,100.0,18.83065,Spring,May,6.4
Sister Act 2: Back in the Habit,38000000.0,57319029.0,Other,1,Walt Disney Studios,PG,107.0,12.986842,Fall,Dec,5.7
The Hand that Rocks the Cradle,11700000.0,88036683.0,Thriller,0,Other,R,110.0,6.672715,Winter,Jan,6.7
Alive,32000000.0,36733909.0,Action,0,Other,R,120.0,8.662287,Winter,Jan,7.1
Wayne's World,20000000.0,121697323.0,Other,1,ViacomCBS,PG-13,94.0,10.180776,Winter,Feb,7.0
A League of Their Own,40000000.0,107458785.0,Comedy,0,Sony Pictures,PG,128.0,10.852038,Summer,Jul,7.3
Patriot Games,45000000.0,178051587.0,Drama,1,Other,R,117.0,11.075674,Spring,Jun,6.9
The Bodyguard,25000000.0,411006740.0,Thriller,0,Other,R,129.0,9.805017,Fall,Nov,6.3
Death Becomes Her,55000000.0,149022650.0,Fantasy,0,NBCUniversal,PG-13,104.0,11.017417,Summer,Jul,6.6
Far and Away,60000000.0,137783840.0,Adventure,0,Other,PG-13,140.0,7.472753,Spring,May,6.6
Twin Peaks: Fire Walk with Me,10000000.0,4160851.0,Drama,0,WarnerMedia,R,134.0,8.736538,Spring,Jun,7.3
Buffy the Vampire Slayer,7000000.0,16624456.0,Action,0,Walt Disney Studios,PG-13,86.0,4.941989,Summer,Jul,5.7
El Mariachi,220000.0,2040920.0,Action,1,Sony Pictures,R,81.0,9.972591,Summer,Sep,6.9
Bad Lieutenant,1000000.0,2019469.0,Crime,0,Other,R,96.0,6.417037,Summer,Sep,7.1
Scream 3,40000000.0,161834276.0,Horror,1,Other,R,116.0,9.738371,Winter,Feb,5.6
Single White Female,16000000.0,48017402.0,Thriller,1,Sony Pictures,R,107.0,7.246119,Summer,Aug,6.4
The Boondock Saints,6000000.0,30471.0,Action,1,Other,R,108.0,12.457908,Winter,Jan,7.8
Gun Shy,10000000.0,1631839.0,Action,0,Other,R,101.0,6.370105,Winter,Feb,5.7
The Beach,40000000.0,144056873.0,Drama,0,Other,R,119.0,14.430311,Winter,Feb,6.7
The Tigger Movie,30000000.0,45554533.0,Animation,0,Walt Disney Studios,G,77.0,7.023414,Winter,Feb,6.3
Trois,200000.0,1160268.0,Drama,1,Other,R,93.0,0.06431,Winter,Feb,4.1
Boiler Room,26000000.0,28780255.0,Crime,0,WarnerMedia,R,118.0,8.518425,Winter,Feb,7.0
Hanging Up,40000000.0,36037909.0,Comedy,0,Sony Pictures,PG-13,94.0,6.474767,Winter,Feb,4.9
Pitch Black,23000000.0,53187659.0,Thriller,1,Other,R,108.0,6.424399,Winter,Feb,7.1
The Whole Nine Yards,41300000.0,106371651.0,Comedy,1,Other,R,98.0,12.061521,Winter,Feb,6.7
City Lights,1500000.0,19181.0,Comedy,0,Other,G,87.0,10.891524,Winter,Jan,8.5
Reindeer Games,42000000.0,32168970.0,Thriller,0,Other,R,124.0,12.11759,Winter,Feb,5.8
3 Strikes,6000000.0,9000000.0,Action,0,Other,R,82.0,0.651625,Winter,Mar,4.8
Drowning Mona,16000000.0,15427192.0,Comedy,0,Other,PG-13,96.0,4.372616,Winter,Mar,5.7
The Next Best Thing,25000000.0,24362772.0,Comedy,0,Other,PG-13,108.0,2.971999,Winter,Mar,4.7
Beyond the Mat,2053648.0,500000.0,Other,0,NBCUniversal,R,102.0,2.691433,Fall,Oct,7.6
Birdy,12000000.0,1400000.0,Drama,0,Other,R,120.0,16.243093,Fall,Dec,7.3
Blood Feast,24500.0,4000000.0,Horror,1,Other,R,67.0,1.783412,Spring,Jun,5.1
Mission to Mars,90000000.0,60874615.0,Other,0,Walt Disney Studios,PG,114.0,9.021107,Winter,Mar,5.7
The Ninth Gate,38000000.0,58401898.0,Horror,0,Other,R,133.0,11.316349,Summer,Aug,6.7
Breaking Away,2300000.0,20000000.0,Drama,0,Walt Disney Studios,PG,100.0,4.806374,Spring,May,7.7
Hoosiers,9000000.0,28607524.0,Drama,0,Other,PG,114.0,6.484495,Fall,Nov,7.5
Bull Durham,7000000.0,50888000.0,Comedy,0,Other,R,108.0,6.924072,Spring,Jun,7.1
Dog Day Afternoon,1800000.0,46665856.0,Crime,0,WarnerMedia,R,125.0,7.530126,Summer,Aug,8.0
American Graffiti,777000.0,140000000.0,Comedy,1,NBCUniversal,PG,110.0,9.188584,Summer,Aug,7.4
Blind Date,18000000.0,39321715.0,Comedy,0,Sony Pictures,PG-13,95.0,6.696292,Winter,Mar,6.0
Nadine,12000000.0,5669831.0,Action,0,Sony Pictures,PG,83.0,7.569698,Summer,Aug,5.6
Titanic,1805000.0,4905000.0,Drama,0,Walt Disney Studios,R,98.0,12.90707,Spring,Apr,7.0
Erin Brockovich,52000000.0,256271286.0,Drama,0,NBCUniversal,R,131.0,10.135446,Winter,Mar,7.4
Final Destination,23000000.0,53302314.0,Horror,1,WarnerMedia,R,98.0,14.961416,Winter,Mar,6.7
Thelma & Louise,16000000.0,45361000.0,Drama,0,Other,R,130.0,14.785388,Spring,May,7.5
Animal House,2700000.0,141000000.0,Comedy,1,NBCUniversal,R,109.0,7.525382,Summer,Jul,7.5
Do the Right Thing,6500000.0,37295445.0,Drama,0,Other,R,120.0,10.465403,Spring,Jun,8.0
Mo' Better Blues,10000000.0,16153593.0,Drama,0,NBCUniversal,R,129.0,2.715137,Summer,Aug,6.6
Jungle Fever,14000000.0,32482682.0,Drama,0,NBCUniversal,R,132.0,7.701918,Spring,Jun,6.6
Death Wish,3000000.0,22000000.0,Action,1,Other,R,93.0,12.968011,Summer,Jul,7.0
Death Wish 2,2000000.0,45000000.0,Action,1,Other,R,88.0,7.965003,Winter,Feb,6.1
Death Wish 3,9000000.0,16945171.0,Action,1,Other,R,92.0,12.829904,Fall,Nov,5.9
Death Wish 5: The Face of Death,5000000.0,1702394.0,Action,1,Other,R,95.0,3.595599,Winter,Jan,4.9
Double Indemnity,927262.0,2500000.0,Drama,0,ViacomCBS,R,107.0,6.49432,Spring,Apr,8.3
Cool as Ice,6000000.0,1193062.0,Drama,0,Other,PG,91.0,2.329486,Fall,Oct,2.9
Teenage Mutant Ninja Turtles,13500000.0,202000000.0,Other,1,Other,PG,93.0,13.184585,Winter,Mar,6.8
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78000000.0,Other,1,Other,PG,88.0,7.994266,Winter,Mar,6.1
Teenage Mutant Ninja Turtles III,21000000.0,42000000.0,Action,1,Other,PG,96.0,8.13688,Winter,Mar,4.8
Red Dawn,4200000.0,38376497.0,Action,0,Other,PG-13,114.0,8.233168,Summer,Aug,6.4
Band of the Hand,8700000.0,4865912.0,Action,0,Other,R,109.0,4.397712,Spring,Apr,6.3
Bloodsport,1500000.0,11806119.0,Action,1,Other,R,92.0,8.822276,Winter,Feb,6.8
Eyes of Laura Mars,7000000.0,20000000.0,Drama,0,Sony Pictures,R,104.0,3.705714,Summer,Aug,6.2
"Good Morning, Vietnam",13000000.0,123922370.0,Comedy,0,Walt Disney Studios,R,121.0,9.023282,Fall,Dec,7.3
Guess Who's Coming to Dinner,4000000.0,56666667.0,Comedy,0,Sony Pictures,R,108.0,5.032469,Fall,Dec,7.8
Romeo Must Die,25000000.0,91036760.0,Action,1,WarnerMedia,R,115.0,8.369176,Winter,Mar,6.1
Whatever It Takes,15000000.0,9902115.0,Drama,0,Sony Pictures,PG-13,94.0,3.550711,Winter,Mar,5.5
Waking the Dead,8500000.0,327418.0,Drama,0,Other,R,105.0,1.241671,Winter,Mar,6.5
Modern Times,1.0,8500000.0,Drama,0,Other,G,87.0,8.159556,Winter,Feb,8.5
Hud,2500000.0,10000000.0,Action,0,Other,R,112.0,4.526285,Spring,May,7.8
The Hustler,2000000.0,7600000.0,Drama,1,Other,R,134.0,9.333533,Summer,Sep,8.0
Close Encounters of the Third Kind,20000000.0,303788635.0,Other,0,Other,PG,135.0,10.610446,Fall,Nov,7.6
Jacob's Ladder,25000000.0,25965144.0,Drama,0,Other,R,113.0,8.176863,Fall,Nov,7.5
La Bamba,6500000.0,54215416.0,Drama,0,Sony Pictures,PG-13,108.0,6.476534,Summer,Jul,6.9
Ladyhawke,20000000.0,18432000.0,Adventure,0,Walt Disney Studios,PG-13,121.0,8.157587,Winter,Mar,7.0
Lucas,6000000.0,8200000.0,Comedy,0,Other,PG-13,108.0,4.57535,Winter,Mar,6.9
High Fidelity,30000000.0,47126295.0,Comedy,0,Walt Disney Studios,R,113.0,8.524956,Winter,Mar,7.5
The Road to El Dorado,95000000.0,76432727.0,Adventure,0,NBCUniversal,PG,89.0,8.755188,Winter,Mar,6.9
The Skulls,15000000.0,35007180.0,Crime,1,NBCUniversal,PG-13,106.0,11.363754,Winter,Mar,5.7
El Dorado,4653000.0,6000000.0,Other,0,ViacomCBS,R,120.0,7.070669,Fall,Dec,7.6
Hook,70000000.0,300854823.0,Adventure,0,Other,PG,144.0,14.508137,Fall,Dec,6.8
Midnight Express,2300000.0,35000000.0,Drama,0,Sony Pictures,R,121.0,7.186048,Summer,Sep,7.6
Misery,20000000.0,61276872.0,Drama,1,WarnerMedia,R,107.0,15.020845,Fall,Nov,7.8
Mr. Saturday Night,43000000.0,13300000.0,Drama,0,WarnerMedia,R,119.0,0.987196,Summer,Sep,5.9
Murphy's Romance,13000000.0,30867525.0,Comedy,0,Sony Pictures,PG-13,107.0,1.46034,Fall,Dec,7.0
Network,3800000.0,23689877.0,Drama,0,Other,R,121.0,13.180457,Fall,Nov,8.1
No Way Out,15000000.0,35509515.0,Action,0,Other,R,114.0,11.457803,Summer,Aug,7.1
The Outlaw Josey Wales,3700000.0,31800000.0,Drama,1,WarnerMedia,PG,135.0,5.849522,Spring,Jun,7.8
Black and White,10000000.0,5241315.0,Drama,0,Other,R,98.0,1.191035,Summer,Sep,4.9
Frequency,31000000.0,68106245.0,Crime,0,WarnerMedia,PG-13,118.0,10.163266,Spring,Apr,7.3
Ready to Rumble,24000000.0,12372410.0,Action,0,Other,PG-13,107.0,3.69298,Spring,Apr,5.4
Return to Me,24000000.0,36609995.0,Romance,0,Other,PG,115.0,5.269733,Spring,Apr,6.9
Rules of Engagement,60000000.0,71000000.0,Action,0,Other,R,128.0,10.278274,Spring,Apr,6.4
Force 10 from Navarone,5000000.0,7230000.0,Action,1,Sony Pictures,PG,118.0,5.05047,Fall,Nov,6.4
Arthur,7000000.0,95461682.0,Comedy,1,Other,PG,97.0,14.911301,Summer,Jul,6.9
Bachelor Party,6000000.0,38435947.0,Comedy,1,Other,R,105.0,5.511756,Spring,Jun,6.3
Predator,18000000.0,98235548.0,Other,1,Walt Disney Studios,R,107.0,18.495694,Spring,Jun,7.8
The Prince of Tides,30000000.0,74787599.0,Drama,0,Sony Pictures,R,132.0,2.960942,Fall,Dec,6.8
American Psycho,7000000.0,34266564.0,Thriller,1,Other,R,102.0,13.686715,Spring,Apr,7.6
Keeping the Faith,30000000.0,37036004.0,Comedy,0,WarnerMedia,PG-13,127.0,6.045585,Spring,Apr,6.3
East Is East,3800000.0,28200000.0,Comedy,1,Other,R,97.0,5.138367,Spring,May,6.9
Marathon Man,6500000.0,21709020.0,Thriller,0,Other,R,125.0,6.006812,Fall,Oct,7.4
Caddyshack,6000000.0,39846344.0,Comedy,1,Other,R,98.0,10.451986,Summer,Jul,7.3
Gossip,14000000.0,5108820.0,Drama,0,Other,R,90.0,8.25719,Spring,Apr,5.9
Love & Basketball,20000000.0,27728118.0,Action,0,Other,PG-13,124.0,5.733227,Spring,Apr,7.2
U-571,62000000.0,127666415.0,Action,0,NBCUniversal,PG-13,116.0,7.879924,Spring,Apr,6.6
The Virgin Suicides,6000000.0,10409377.0,Drama,0,Other,R,97.0,10.505387,Spring,Apr,7.2
Jennifer Eight,20000000.0,11390479.0,Crime,0,ViacomCBS,R,124.0,4.620936,Fall,Nov,6.3
The Flintstones in Viva Rock Vegas,83000000.0,59468275.0,Other,1,NBCUniversal,PG,90.0,6.053595,Spring,Apr,3.7
Where the Heart Is,15000000.0,33771174.0,Comedy,0,Walt Disney Studios,PG-13,120.0,5.833133,Spring,Apr,6.8
The Big Kahuna,7000000.0,3728888.0,Comedy,0,Other,R,90.0,4.896026,Spring,Apr,6.6
The Idiots,2500000.0,7235.0,Drama,0,Other,R,117.0,9.174221,Spring,Apr,6.8
Carnosaur,1000000.0,1753979.0,Horror,1,Other,R,83.0,0.293373,Spring,May,3.6
Human Traffic,600000.0,4000000.0,Comedy,1,Other,R,99.0,4.988283,Spring,Jun,7.1
The Lords of Flatbush,160000.0,4000000.0,Drama,0,Other,PG,86.0,1.391503,Spring,May,5.7
Battlefield Earth,44000000.0,21400000.0,Action,0,WarnerMedia,PG-13,118.0,5.276926,Spring,May,2.5
Center Stage,18000000.0,17200925.0,Drama,1,Sony Pictures,PG-13,115.0,10.491734,Spring,May,6.7
Hamlet,2000000.0,1568749.0,Drama,0,Other,R,112.0,12.896203,Spring,May,5.9
Pee-wee's Big Adventure,6000000.0,40940662.0,Adventure,1,WarnerMedia,PG,90.0,11.461437,Summer,Jul,7.0
Dinosaur,127500000.0,354248063.0,Animation,0,Walt Disney Studios,PG,82.0,9.998415,Spring,May,6.5
Road Trip,16000000.0,119754278.0,Comedy,1,Other,R,93.0,8.00158,Spring,May,6.4
The Hollywood Knights,2500000.0,10000000.0,Comedy,0,Other,R,91.0,2.599219,Spring,May,6.3
The Myth Of Fingerprints,2000000.0,458815.0,Drama,0,Other,R,93.0,0.228526,Summer,Sep,5.9
Mission: Impossible II,125000000.0,546388105.0,Adventure,1,ViacomCBS,PG-13,123.0,18.97178,Spring,May,6.1
Shanghai Noon,55000000.0,56932305.0,Adventure,1,Walt Disney Studios,PG-13,110.0,10.308442,Spring,May,6.6
On Her Majesty's Secret Service,6500000.0,81974493.0,Adventure,1,Other,PG,142.0,9.356264,Fall,Dec,6.7
The Spy Who Loved Me,14000000.0,185438673.0,Adventure,1,Other,PG,125.0,9.781451,Summer,Jul,7.1
Moonraker,34000000.0,210308099.0,Action,1,Other,PG,126.0,10.576273,Spring,Jun,6.3
The Man with the Golden Gun,7000000.0,97572000.0,Adventure,1,Other,PG,125.0,12.127492,Fall,Dec,6.8
Big Momma's House,30000000.0,173959438.0,Crime,1,Walt Disney Studios,PG-13,98.0,7.978985,Spring,May,5.2
American Gigolo,4800000.0,22743674.0,Thriller,0,ViacomCBS,R,117.0,11.53267,Winter,Feb,6.3
Stay Tuned,25000000.0,10736401.0,Comedy,0,Other,PG,87.0,13.72021,Summer,Aug,6.3
Blazing Saddles,2600000.0,119500000.0,Other,0,Other,R,93.0,13.233262,Winter,Feb,7.7
Eraserhead,10000.0,7000000.0,Drama,0,Other,R,89.0,7.871001,Winter,Mar,7.4
For a Few Dollars More,600000.0,15000000.0,Other,0,Other,R,132.0,13.295342,Fall,Dec,8.2
Flatliners,26000000.0,61489265.0,Drama,0,Sony Pictures,R,115.0,11.890138,Summer,Aug,6.6
Porky's,4000000.0,125728258.0,Comedy,1,Other,R,94.0,12.650546,Fall,Nov,6.2
Porky's II: The Next Day,6500000.0,33759266.0,Comedy,1,Other,R,98.0,5.269838,Spring,Jun,5.1
Porky's 3: Revenge,9000000.0,20518905.0,Comedy,1,Other,R,92.0,3.208108,Winter,Mar,4.9
Predator 2,35000000.0,57120318.0,Other,1,Other,R,108.0,11.736241,Fall,Nov,6.3
The Running Man,27000000.0,38122105.0,Action,1,Other,R,101.0,9.389976,Fall,Nov,6.7
Starman,22000000.0,28744356.0,Action,0,Sony Pictures,PG,115.0,9.763928,Fall,Dec,7.0
Alien Nation,16000000.0,32155047.0,Crime,1,Other,R,91.0,15.133316,Fall,Oct,6.3
Mad Max,400000.0,100000000.0,Adventure,1,Other,R,93.0,11.412619,Spring,Apr,6.9
Mad Max 2: The Road Warrior,2000000.0,24600832.0,Adventure,1,Other,R,95.0,11.189831,Fall,Dec,7.6
Mad Max Beyond Thunderdome,12305523.0,36230219.0,Action,1,Other,PG-13,107.0,12.689648,Spring,Jun,6.3
Angel Heart,17000000.0,17185632.0,Horror,0,Other,PG,113.0,7.290872,Winter,Mar,7.3
Nine 1/2 Weeks,17000000.0,6735922.0,Drama,1,Other,R,117.0,6.706262,Winter,Feb,6.0
Firestarter,15000000.0,17080167.0,Fantasy,0,Other,R,114.0,7.048087,Spring,May,6.1
Action Jackson,7000000.0,20256975.0,Action,1,Other,R,96.0,14.054862,Winter,Feb,5.5
Gone in Sixty Seconds,90000000.0,237202299.0,Action,0,Walt Disney Studios,PG-13,118.0,14.091765,Spring,Jun,6.5
Love's Labour's Lost,13000000.0,299792.0,Comedy,0,Other,PG,93.0,5.867426,Winter,Mar,6.0
Shaft,4000000.0,12121618.0,Adventure,1,Other,R,100.0,3.73688,Summer,Jul,6.6
The Conversation,1600000.0,4420000.0,Crime,0,Other,PG,113.0,13.245638,Spring,Apr,7.8
The Fury,5500000.0,24000000.0,Horror,0,Walt Disney Studios,R,118.0,11.844029,Winter,Mar,6.4
Serpico,3000000.0,29800000.0,Crime,0,Other,R,129.0,12.842165,Fall,Dec,7.7
Ace in the Hole,1821052.0,1300000.0,Drama,0,ViacomCBS,R,111.0,11.046411,Spring,Jun,8.1
The Sugarland Express,3000000.0,12800000.0,Crime,0,NBCUniversal,PG,110.0,4.506948,Spring,Apr,6.8
Big Trouble in Little China,25000000.0,11000000.0,Action,0,Walt Disney Studios,PG-13,99.0,11.109932,Spring,May,7.3
Boys and Girls,16000000.0,20627372.0,Comedy,0,Other,PG-13,94.0,10.070988,Spring,Jun,5.5
Shaft,46000000.0,107196498.0,Action,1,ViacomCBS,R,99.0,7.420019,Spring,Jun,5.9
Titan A.E.,75000000.0,36754634.0,Animation,0,Other,PG,94.0,7.515631,Spring,Jun,6.6
Butterfly,3000000.0,6000000.0,Drama,0,Other,R,96.0,2.753674,Summer,Sep,7.6
Chicken Run,45000000.0,224834564.0,Animation,1,Other,G,84.0,11.834245,Spring,Jun,7.0
"Me, Myself & Irene",51000000.0,149270999.0,Comedy,0,Walt Disney Studios,R,116.0,9.95456,Spring,Jun,6.6
The Adventures of Rocky & Bullwinkle,76000000.0,35134820.0,Action,0,Other,PG,88.0,11.880936,Spring,Jun,4.2
The Perfect Storm,120000000.0,325756637.0,Drama,0,WarnerMedia,PG-13,130.0,18.911961,Winter,Mar,6.4
Missing in Action,1500000.0,22812411.0,Action,1,Other,R,101.0,6.241185,Fall,Nov,5.5
Missing in Action 2: The Beginning,2410000.0,10755447.0,Action,1,Other,R,100.0,9.110348,Winter,Mar,5.4
House Party,2500000.0,26386000.0,Comedy,1,Other,R,100.0,2.291511,Winter,Mar,6.5
Shaft in Africa,2142000.0,1458000.0,Adventure,1,Other,R,112.0,1.424722,Spring,Jun,5.9
Shaft's Big Score!,1978000.0,10000000.0,Action,1,Other,R,104.0,0.760855,Spring,Jun,6.1
The Kid,65000000.0,69700000.0,Fantasy,0,Other,PG,104.0,15.045725,Summer,Jul,6.1
Scary Movie,19000000.0,278019771.0,Comedy,1,Other,R,88.0,12.446738,Summer,Jul,6.2
But I'm a Cheerleader,1200000.0,2600000.0,Comedy,0,Other,R,85.0,4.928139,Summer,Sep,6.7
Footloose,8200000.0,80035402.0,Drama,0,ViacomCBS,PG,107.0,10.403992,Winter,Feb,6.6
Duel in the Sun,6000000.0,20400000.0,Other,0,Other,R,144.0,8.441279,Fall,Dec,6.8
X-Men,75000000.0,296339527.0,Adventure,1,Walt Disney Studios,PG-13,104.0,0.954467,Summer,Jul,7.4
The In Crowd,15000000.0,5217498.0,Thriller,0,Other,PG-13,105.0,1.991904,Summer,Jul,4.7
What Lies Beneath,100000000.0,155464351.0,Drama,0,Other,PG-13,130.0,9.500497,Summer,Jul,6.6
Pokémon: The Movie 2000,30000000.0,133949270.0,Adventure,1,Other,G,84.0,7.554848,Summer,Jul,6.1
Sinbad and the Eye of the Tiger,3500000.0,16000000.0,Action,1,Sony Pictures,G,113.0,3.502655,Summer,Jul,6.4
What About Bob?,35000000.0,63710000.0,Comedy,0,Walt Disney Studios,PG,100.0,11.787942,Spring,May,7.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000.0,18016290.0,Comedy,0,Other,R,88.0,5.378481,Summer,Aug,6.8
Love and Death,3000000.0,20173742.0,Other,0,Other,PG,85.0,5.165666,Spring,Jun,7.7
Nutty Professor II: The Klumps,84000000.0,123307945.0,Fantasy,1,NBCUniversal,PG-13,106.0,6.671316,Summer,Jul,4.4
Coyote Ugly,45000000.0,113916474.0,Comedy,0,Walt Disney Studios,PG-13,100.0,15.650836,Summer,Jul,5.7
Hollow Man,95000000.0,190213455.0,Action,1,Sony Pictures,R,112.0,7.912103,Summer,Aug,5.8
Space Cowboys,65000000.0,128884132.0,Action,0,Other,PG-13,130.0,7.45761,Summer,Jul,6.4
Saving Grace,10000000.0,26330482.0,Crime,0,Other,R,93.0,5.13955,Winter,Jan,6.9
The Crush,6000000.0,13609396.0,Drama,0,Other,R,89.0,8.976337,Spring,Apr,5.9
Kelly's Heroes,4000000.0,5200000.0,Adventure,0,Other,G,144.0,8.418662,Spring,Jun,7.6
Phantasm II,3000000.0,7282851.0,Action,1,Other,R,97.0,8.733192,Summer,Jul,6.5
Pumpkinhead,3500000.0,4385516.0,Fantasy,1,Other,R,86.0,11.841506,Spring,Jun,6.2
Silent Fall,30000000.0,3180674.0,Drama,0,Other,R,101.0,3.034244,Fall,Oct,6.0
The Cell,33000000.0,104155843.0,Horror,1,WarnerMedia,R,107.0,13.234894,Summer,Aug,6.4
Godzilla 2000,1000000.0,10037390.0,Adventure,1,Other,PG,107.0,2.80298,Fall,Dec,6.1
The Naked Gun: From the Files of Police Squad!,12000000.0,78756177.0,Comedy,1,ViacomCBS,PG-13,85.0,15.698222,Fall,Dec,7.6
The Naked Gun 2½: The Smell of Fear,23000000.0,86930411.0,Comedy,1,ViacomCBS,PG-13,85.0,9.794569,Spring,Jun,6.9
Shane,3100000.0,20000000.0,Drama,0,ViacomCBS,R,118.0,6.63816,Spring,Apr,7.6
Supergirl,35000000.0,14296438.0,Adventure,0,Other,PG,124.0,11.932675,Fall,Nov,4.4
The Art of War,40000000.0,30199105.0,Crime,1,Other,R,117.0,9.800232,Summer,Aug,5.7
Bring It On,28000000.0,90449929.0,Comedy,1,Other,PG-13,98.0,6.402888,Summer,Aug,6.0
Highlander: Endgame,25000000.0,15843608.0,Action,1,Other,R,87.0,11.430964,Summer,Sep,4.7
The Way of the Gun,8500000.0,19125401.0,Action,0,Other,R,119.0,6.03633,Summer,Sep,6.7
Almost Famous,60000000.0,47383689.0,Drama,0,Sony Pictures,R,122.0,9.086699,Summer,Sep,7.9
Under Suspicion,25000000.0,260562.0,Other,0,Other,R,110.0,11.839267,Summer,Sep,6.5
Urban Legends: Final Cut,14000000.0,38574362.0,Horror,1,Other,R,97.0,12.243528,Summer,Sep,4.3
Dancer in the Dark,12800000.0,40031879.0,Drama,0,Other,R,140.0,10.684806,Spring,May,8.0
The Broken Hearts Club: A Romantic Comedy,1000000.0,1744858.0,Comedy,0,Other,R,94.0,1.795849,Winter,Feb,6.9
Remember the Titans,30000000.0,136706683.0,Drama,0,Other,PG,113.0,6.587726,Summer,Sep,7.8
Hellraiser,1000000.0,14564027.0,Horror,1,Other,R,94.0,10.81305,Summer,Sep,7.0
Hellbound: Hellraiser II,3000000.0,12090735.0,Horror,1,Other,R,97.0,8.541732,Fall,Dec,6.5
Hellraiser III: Hell on Earth,5000000.0,12534961.0,Horror,1,Other,R,93.0,6.546551,Summer,Sep,5.5
Voyage to the Bottom of the Sea,1580000.0,7000000.0,Adventure,0,Other,PG,105.0,3.013584,Summer,Jul,6.1
Fantastic Voyage,5115000.0,12000000.0,Adventure,0,Walt Disney Studios,PG,100.0,12.53841,Summer,Aug,6.8
Get Carter,63600000.0,19412993.0,Action,0,Other,R,102.0,6.047757,Fall,Oct,5.2
Meet the Parents,55000000.0,330444045.0,Comedy,1,NBCUniversal,PG-13,108.0,14.178281,Fall,Oct,7.0
Requiem for a Dream,4500000.0,7390108.0,Crime,0,Other,R,102.0,6.874828,Fall,Oct,8.3
The Ladies Man,24000000.0,13700000.0,Comedy,0,Other,R,84.0,3.755409,Fall,Oct,5.2
Ghoulies,1000000.0,35000000.0,Comedy,1,Other,PG-13,81.0,4.734765,Fall,Nov,4.2
Billy Elliot,5000000.0,110000000.0,Drama,0,Other,R,110.0,12.158424,Spring,May,7.7
Bedazzled,48000000.0,90383208.0,Fantasy,0,Walt Disney Studios,PG-13,93.0,8.781588,Fall,Oct,6.0
Pay It Forward,40000000.0,55707411.0,Drama,0,WarnerMedia,PG-13,122.0,10.479723,Fall,Oct,7.2
The Little Vampire,22000000.0,13555988.0,Other,0,Other,PG,95.0,9.41834,Fall,Oct,5.8
Charlie's Angels,92000000.0,264105545.0,Action,1,Sony Pictures,PG-13,98.0,9.774985,Fall,Nov,5.5
The Legend of Bagger Vance,80000000.0,39459427.0,Fantasy,0,Walt Disney Studios,PG-13,126.0,9.034884,Fall,Nov,6.7
Men of Honor,32000000.0,48814909.0,Drama,0,Walt Disney Studios,R,129.0,7.177649,Summer,Sep,7.2
Red Planet,80000000.0,33463969.0,Thriller,0,WarnerMedia,PG-13,106.0,8.534176,Fall,Nov,5.7
Diamonds Are Forever,7200000.0,116019547.0,Adventure,1,Other,PG,120.0,12.00491,Fall,Dec,6.6
The 6th Day,82000000.0,96085477.0,Other,0,Other,PG-13,123.0,8.41311,Fall,Nov,5.9
