imdb_id,id,title,original_language,genre,belongs_to_franchise,production_company,release_date,runtime,popularity,is_Adult,numVotes,averageRating
tt0421994,1544,Imagine Me & You,en,Drama,0,BBC Films,2005-02-01,93.0,6.008971,0,30202.0,6.8
tt0064990,1651,Mississippi Mermaid,fr,Crime,0,Les Films du Carrosse,1969-06-18,123.0,2.478512,0,6074.0,7.0
tt0110922,33095,Good Old Daze,fr,Comedy,0,Vertigo,1994-05-21,101.0,3.004877,0,2819.0,7.2
tt0119901,33799,Place Vendome,fr,Crime,0,Les Films Alain Sarde,1998-10-07,117.0,0.758979,0,2004.0,6.3
tt0046808,42328,Broken Lance,en,Western,0,Twentieth Century Fox,1954-09-25,96.0,1.478505,0,3473.0,6.9
tt0325191,61559,Sabah,de,Drama,0,T. L. Boulton,2005-06-04,86.0,0.539326,0,1348.0,6.7
tt0478988,20981,The Call of Cthulhu,en,Horror,0,The H.P. Lovecraft Historical Society (HPLHS),2005-01-01,47.0,3.324295,0,7864.0,7.2
tt0383216,12096,The Pink Panther,en,Action,1,Metro-Goldwyn-Mayer (MGM),2006-01-18,93.0,10.520501,0,82172.0,5.7
tt0092115,33061,Troll,en,Fantasy,1,Empire Pictures,1986-01-17,82.0,10.254424,0,9342.0,4.5
tt0429715,5145,The Business,en,Drama,0,Vertigo Films,2005-09-02,96.0,3.10889,0,13637.0,6.7
tt0381971,9975,Curious George,en,Adventure,1,Imagine Entertainment,2006-02-10,86.0,12.602502,0,15650.0,6.5
tt0408345,9754,Firewall,en,Thriller,0,Warner Bros.,2006-02-10,105.0,6.500892,0,56344.0,5.8
tt0032554,36495,The Great McGinty,en,Comedy,0,Paramount Pictures,1940-08-23,82.0,0.857056,0,3516.0,7.3
tt0435776,23965,The White Diamond,en,Documentary,0,Marco Polo Film AG,2004-11-13,90.0,1.107223,0,4435.0,7.5
tt0420260,29269,Tony Takitani,ja,Drama,0,Breath,2004-08-10,76.0,1.429707,0,4331.0,7.3
tt0455857,10053,When a Stranger Calls,en,Horror,0,Screen Gems,2006-02-03,87.0,5.149058,0,43472.0,5.1
tt0401815,10263,Tamara,en,Fantasy,0,Manitoba Film and Video Production Tax Credit,2005-05-12,98.0,3.743679,0,9811.0,5.1
tt0449061,7515,London,en,Drama,0,Destination Films,2005-02-10,92.0,4.96473,0,22454.0,6.5
tt0473692,15675,Neil Young: Heart of Gold,en,Documentary,0,Clinica Estetico,2006-02-10,99.0,0.583897,0,2943.0,7.7
tt0349467,9959,Freedomland,en,Drama,0,Revolution Studios,2006-02-17,113.0,5.388535,0,15539.0,5.1
tt0380817,14256,Winter Passing,en,Comedy,0,Stratus Film Co.,2006-02-07,98.0,4.456904,0,8187.0,6.3
tt0397313,9036,Eight Below,en,Adventure,0,Walt Disney Pictures,2006-02-17,120.0,13.876881,0,61655.0,7.3
tt0466342,10073,Date Movie,en,Comedy,0,New Regency Productions,2006-02-17,83.0,5.682129,0,57491.0,2.8
tt0404390,7304,Running Scared,en,Action,0,New Line Cinema,2006-01-06,122.0,7.435544,0,97276.0,7.4
tt0455612,16781,Madea's Family Reunion,en,Drama,1,Lions Gate Films,2006-02-24,110.0,4.304175,0,10658.0,5.3
tt0763304,24432,Doogal,en,Family,0,The Weinstein Company,2006-02-24,85.0,2.524859,0,4647.0,2.8
tt0370032,9920,Ultraviolet,en,Science Fiction,0,Screen Gems,2006-03-03,87.0,11.096655,0,79727.0,4.5
tt0397078,10025,Just My Luck,en,Comedy,0,New Regency Productions,2006-05-12,103.0,6.053567,0,54135.0,5.4
tt0454919,9682,Pulse,en,Horror,1,Dimension Films,2006-08-11,90.0,10.307277,0,28125.0,4.8
tt0450232,2207,16 Blocks,en,Action,0,Alcon Entertainment,2006-03-01,105.0,11.887779,0,126653.0,6.6
tt0402755,14086,Agatha and the Storm,it,Romance,0,Albachiara,2004-04-27,125.0,1.159325,0,1172.0,6.5
tt0125678,14887,Bongwater,en,Comedy,0,Alliance Independent Films,1997-01-01,97.0,1.660609,0,3367.0,5.5
tt0104053,44435,Trauma,it,Horror,0,ADC Films,1993-03-12,106.0,4.77663,0,6388.0,5.9
tt0434008,18747,Election,cn,Crime,1,China Star Entertainment,2005-05-14,101.0,3.222361,0,9556.0,7.1
tt0412798,9756,Half Light,en,Mystery,0,Lakeshore Entertainment,2006-01-17,110.0,10.050905,0,13353.0,6.0
tt0436857,34581,Twist of Faith,en,Documentary,0,Chain Camera Pictures,2005-07-04,87.0,0.141932,0,850.0,7.2
tt0427229,6877,Failure to Launch,en,Comedy,0,Paramount Pictures,2006-03-10,97.0,9.438013,0,75413.0,5.6
tt0438097,950,Ice Age: The Meltdown,en,Animation,1,Twentieth Century Fox Animation,2006-03-23,91.0,16.646029,0,259086.0,6.8
tt0402850,9968,The Big White,en,Comedy,0,Ascendant Pictures,2005-10-27,100.0,12.283163,0,13985.0,6.4
tt0041931,4173,Stromboli,it,Drama,0,Berit Films,1950-02-15,105.0,3.197594,0,6072.0,7.3
tt0042367,43386,Cyrano de Bergerac,en,Adventure,0,Stanley Kramer Productions,1950-11-14,112.0,4.617,0,3703.0,7.5
tt0475723,10116,Shinobi: Heart Under Blade,ja,Action,0,Eisei Gekijo,2005-09-17,107.0,4.419592,0,12234.0,6.9
tt0079854,113479,Every Man for Himself,fr,Drama,0,Sara Films,1980-09-08,87.0,1.828887,0,3057.0,6.8
tt0366450,16791,Five Children and It,en,Adventure,0,Sandfairy,2004-10-15,88.0,8.199069,0,4997.0,5.5
tt0441761,7483,Free Zone,en,Drama,0,Agat Films & Cie,2005-04-18,90.0,3.11224,0,2772.0,5.7
tt0044953,20442,The Naked Spur,en,Action,0,Metro-Goldwyn-Mayer (MGM),1953-02-06,91.0,3.184967,0,10226.0,7.4
tt0384814,1967,Ask the Dust,en,Drama,0,Paramount Pictures,2006-02-02,117.0,4.049118,0,9254.0,5.8
tt0434409,752,V for Vendetta,en,Action,0,Warner Bros.,2006-03-15,132.0,20.214422,0,1042282.0,8.2
tt0454945,9655,She's the Man,en,Comedy,0,Dreamworks Pictures,2006-03-17,105.0,6.916201,0,147176.0,6.3
tt0427944,9388,Thank You for Smoking,en,Comedy,0,Room 9 Entertainment,2005-09-05,92.0,9.369527,0,213793.0,7.6
tt0419749,9950,Find Me Guilty,en,Drama,0,Yari Film Group Releasing,2006-03-16,125.0,15.295949,0,33142.0,7.0
tt0454848,388,Inside Man,en,Crime,1,Universal Pictures,2006-03-23,129.0,13.393548,0,344300.0,7.6
tt0468565,868,Tsotsi,af,Crime,0,The UK Film & TV Production Company PLC,2005-08-18,94.0,6.081201,0,27801.0,7.2
tt0429591,14191,Aquamarine,en,Fantasy,0,Fox 2000 Pictures,2006-03-03,104.0,11.29062,0,38310.0,5.3
tt0064473,25874,The Illustrated Man,en,Science Fiction,0,SKM,1969-03-26,103.0,2.237092,0,2783.0,6.0
tt0110329,18009,Leprechaun 2,en,Comedy,1,Planet Productions,1994-04-07,85.0,3.3924,0,9153.0,4.6
tt0053750,114875,The Dark at the Top of the Stairs,en,Drama,0,Warner Bros.,1960-09-28,124.0,0.254794,0,695.0,7.1
tt0042355,49781,Story of a Love Affair,it,Romance,0,Villani Film,1950-10-01,98.0,0.908594,0,2597.0,7.1
tt0268437,9648,The Man Who Sued God,en,Comedy,0,Australian Film Finance Corporation (AFFC),2001-10-25,97.0,1.741405,0,4856.0,6.5
tt0458242,1379,Lights in the Dusk,fi,Crime,0,Sputnik,2006-02-03,78.0,2.329388,0,6538.0,6.8
tt0113580,62719,Kummeli Stories,fi,Comedy,0,Kinoproduction,1995-10-20,86.0,1.011155,0,2256.0,7.1
tt0033107,29481,Stranger on the Third Floor,en,Thriller,0,RKO Radio Pictures,1940-08-16,64.0,1.513716,0,3646.0,6.8
tt0454841,9792,The Hills Have Eyes,en,Horror,1,Craven-Maddalena Films,2006-03-10,107.0,18.960549,0,159766.0,6.4
tt0393735,10067,The Shaggy Dog,en,Comedy,0,Walt Disney Pictures,2006-03-09,98.0,4.878907,0,18297.0,4.4
tt0063135,11573,Inspector Clouseau,en,Comedy,1,Mirisch Films,1968-07-19,96.0,3.847641,0,2457.0,4.9
tt0108187,46828,Son of the Pink Panther,en,Comedy,1,Filmauro,1993-01-01,93.0,3.372523,0,4911.0,3.9
tt0436864,35555,Unknown White Male,en,Documentary,0,Court TV,2005-06-01,88.0,0.743772,0,1018.0,6.6
tt0405094,582,The Lives of Others,de,Drama,0,Wiedemann & Berg Filmproduktion,2006-03-15,137.0,9.02255,0,362946.0,8.4
tt0061537,52885,The Red and the White,hu,Drama,0,Mafilm,1967-11-03,90.0,1.660758,0,3211.0,7.6
tt0262411,143223,Fatty Drives the Bus,en,Comedy,0,Annoyance Productions,1999-03-14,82.0,0.140298,0,214.0,4.2
tt0093435,42120,City on Fire,cn,Thriller,0,Cinema City,1987-02-13,98.0,0.899631,0,6015.0,7.1
tt0117151,88811,"Goodbye South, Goodbye",zh,Crime,0,3H Films,1996-01-01,116.0,0.549914,0,1539.0,7.3
tt0069019,49361,Don't Torture a Duckling,it,Horror,0,Medusa Distribuzione,1972-09-29,102.0,3.056552,0,8364.0,7.1
tt0081414,98864,Resurrection,en,Drama,0,Universal Pictures,1980-09-26,103.0,0.95581,0,2739.0,7.2
tt0057697,37939,Youth of the Beast,ja,Drama,0,Nikkatsu,1963-04-21,92.0,1.610094,0,3163.0,7.4
tt0077617,32052,Go Tell the Spartans,en,Drama,0,MarVista Entertainment,1978-07-12,114.0,1.737092,0,2538.0,6.7
tt0066450,34732,They Call Me Mister Tibbs!,en,Drama,1,The Mirisch Corporation,1970-07-10,108.0,5.424482,0,3325.0,6.1
tt0446046,12763,Take the Lead,en,Music,0,New Line Cinema,2006-03-17,108.0,5.364459,0,24882.0,6.6
tt0075932,56935,The Lacemaker,fr,Drama,0,Action Films,1977-05-25,107.0,2.468159,0,2431.0,7.6
tt0436231,13222,The Devil and Daniel Johnston,en,Documentary,0,Complex Corporation,2005-01-23,110.0,1.584846,0,9452.0,7.9
tt0085180,42112,L’argent,fr,Crime,0,Eôs Films,1983-09-24,85.0,4.173803,0,8701.0,7.5
tt0059616,48764,The Trial of Joan of Arc,fr,Drama,0,Agnes Delahaie Productions,1962-05-30,65.0,1.633231,0,4310.0,7.5
tt0061996,1561,Mouchette,fr,Drama,0,Argos Films,1967-03-28,81.0,3.081852,0,10585.0,7.8
tt0429727,31289,The Caiman,it,Drama,0,Sacher Film,2006-03-24,112.0,2.659206,0,4675.0,6.7
tt0425210,186,Lucky Number Slevin,en,Drama,0,The Weinstein Company,2006-02-24,110.0,11.15092,0,300758.0,7.7
tt0443693,8410,The Wild Blue Yonder,en,Drama,0,Werner Herzog Filmproduktion,2005-09-05,81.0,0.921349,0,3414.0,6.3
tt0331080,51311,Wheel of Time,en,Documentary,0,Werner Herzog Filmproduktion,2003-10-30,81.0,0.572948,0,2314.0,7.2
tt0427783,21843,Riot On!,en,Documentary,0,Hakalax Productions,2004-11-12,78.0,0.816183,0,509.0,6.3
tt0441909,219,Volver,es,Comedy,0,Canal+ España,2006-03-16,121.0,6.302926,0,95631.0,7.6
tt0437800,13751,Akeelah and the Bee,en,Drama,0,Out of the Blue... Entertainment,2006-04-28,112.0,5.052049,0,18681.0,7.3
tt0367975,52345,Lisbela and the Prisoner,pt,Comedy,0,Estúdios Mega,2003-08-22,106.0,1.98441,0,5899.0,7.5
tt0263124,53961,Brainstorm,pt,Drama,0,Buriti Filmes,2001-06-22,74.0,1.071448,0,5015.0,7.7
tt0462395,15639,Larry the Cable Guy: Health Inspector,en,Comedy,0,Full Sail Real World Education,2006-03-24,89.0,0.797046,0,9738.0,3.3
tt0441796,10069,Stay Alive,en,Horror,0,Hollywood Pictures,2006-03-24,100.0,4.854551,0,30606.0,5.1
tt0026073,43887,Annie Oakley,en,Drama,0,RKO Radio Pictures,1935-11-15,90.0,1.517112,0,1582.0,6.6
tt0430912,3093,Basic Instinct 2,en,Crime,1,Metro-Goldwyn-Mayer (MGM),2006-03-29,114.0,15.321902,0,37623.0,4.4
tt0393109,9270,Brick,en,Drama,0,Bergman Lustig Productions,2005-01-30,110.0,9.00314,0,101735.0,7.3
tt0075790,11291,The Brothers Lionheart,sv,Adventure,0,Artfilm,1977-09-23,102.0,2.820184,0,6168.0,7.2
tt0383353,10177,Evil Aliens,en,Comedy,0,Falcon Media Limited,2006-03-10,93.0,2.002373,0,5646.0,5.3
tt0393685,12591,Santa's Slay,en,Comedy,0,Media 8 Entertainment,2005-10-25,78.0,3.785156,0,9234.0,5.4
tt0402249,18045,The Dark Hours,en,Horror,0,Calder Road Films,2005-03-11,80.0,2.758048,0,5232.0,6.0
tt0493459,16070,This Film Is Not Yet Rated,en,Documentary,0,Independent Film Channel (IFC),2006-01-26,98.0,5.205826,0,27381.0,7.5
tt0422272,11348,Fragile,en,Horror,0,Castelao Producciones,2005-10-14,101.0,4.641868,0,15833.0,6.1
tt0466856,13960,ATL,en,Drama,0,Sweet Tea Pictures LLC,2006-03-31,105.0,2.582818,0,10742.0,6.1
tt0439815,9035,Slither,en,Comedy,0,Gold Circle Films,2006-03-31,95.0,10.375,0,75242.0,6.5
tt0437863,9957,The Benchwarmers,en,Comedy,1,Revolution Studios,2006-04-07,80.0,10.318021,0,48529.0,5.5
tt0490196,30139,Phat Girlz,en,Comedy,0,Outlaw Productions (I),2006-01-01,99.0,1.19271,0,8704.0,3.2
tt0386741,9389,Renaissance,fr,Action,0,IBM,2006-03-16,105.0,9.746725,0,15662.0,6.7
tt0416331,460,Go for Zucker,de,Comedy,0,X-Filme Creative Pool,2005-01-06,136.0,1.817069,0,2708.0,6.7
tt0054777,28752,The Curse of the Werewolf,en,Horror,0,Hammer Films,1961-05-01,93.0,2.634682,0,5504.0,6.6
tt0379240,19059,Dead Fish,en,Thriller,0,Orange Pictures,2005-10-11,94.0,7.106448,0,3241.0,5.4
tt0436331,8998,Friends with Money,en,Comedy,0,This Is That Productions,2006-09-07,88.0,8.869162,0,27945.0,5.7
tt0244173,44947,The King Is Dancing,en,Drama,0,K-Star,2000-12-06,115.0,1.792826,0,2147.0,7.0
tt0420291,13468,Keane,en,Drama,0,Canary Films,2004-09-03,90.0,1.936078,0,5325.0,6.9
tt0322700,25428,I Love Your Work,en,Drama,0,Cyan Pictures,2003-10-05,111.0,1.224042,0,1786.0,5.3
tt0471957,53296,Beauty and the Bastard,fi,Drama,0,Helsinki-Filmi,2005-10-21,102.0,0.814929,0,3205.0,6.5
tt0047976,79363,Dementia,en,Crime,0,H.K.F. Productions,1955-12-22,56.0,0.736475,0,1885.0,6.8
tt0077889,34193,Magic,en,Drama,0,Joseph E. Levine Productions,1978-11-08,107.0,3.944012,0,9530.0,6.8
tt0424880,4441,Candy,en,Drama,0,Film Finance,2006-02-15,116.0,4.772204,0,43767.0,7.2
tt0456396,11490,The Child,fr,Romance,0,Les Films du Fleuve,2005-07-10,95.0,5.462645,0,17919.0,7.5
tt0071733,55368,"Lacombe, Lucien",fr,Drama,0,Nouvelles Éditions de Films (NEF),1974-01-30,138.0,2.235918,0,6597.0,7.7
tt0453494,18276,Hoot,en,Drama,0,Hoot Productions LLC,2006-05-05,91.0,6.429619,0,7934.0,5.5
tt0072402,26514,Where the Red Fern Grows,en,Drama,0,Doty-Dayton Production,1974-06-21,97.0,2.31862,0,3018.0,6.9
tt0362120,4257,Scary Movie 4,en,Comedy,1,Dimension Films,2006-04-13,83.0,13.096692,0,114471.0,5.1
tt0424136,2652,Hard Candy,en,Drama,0,Lions Gate Films,2005-01-14,103.0,9.62025,0,154516.0,7.1
tt0377749,19592,Dead Birds,en,Horror,0,Silver Nitrate Pictures,2004-01-01,91.0,7.774208,0,9933.0,5.6
tt0061473,1629,La Chinoise,fr,Comedy,0,Anouchka Films,1967-08-30,96.0,2.499754,0,6322.0,7.1
tt0440803,17111,Shutter,th,Fantasy,0,GMM Pictures Co.,2004-09-09,97.0,7.933786,0,41670.0,7.1
tt0420087,9526,A Prairie Home Companion,en,Drama,0,Picturehouse,2006-06-09,105.0,5.114498,0,22016.0,6.7
tt0404163,19126,Even Money,en,Crime,0,Yari Film Group (YFG),2006-03-01,113.0,7.032075,0,4340.0,5.9
tt0076696,80556,The Chess Players,hi,Drama,0,Devki Chitra,1977-10-02,129.0,0.813813,0,3188.0,7.7
tt0093743,39045,Pinocchio and the Emperor of the Night,en,Animation,0,Filmation Associates,1987-08-06,83.0,0.743274,0,561.0,6.7
tt0077372,27201,Corvette Summer,en,Action,0,Metro-Goldwyn-Mayer (MGM),1978-06-02,105.0,5.695908,0,2833.0,5.7
tt0443632,5820,The Sentinel,en,Action,0,Twentieth Century Fox,2006-04-19,108.0,12.915358,0,48181.0,6.1
tt0059448,19661,Mirage,en,Mystery,0,Universal Pictures,1965-10-29,108.0,7.259158,0,4588.0,7.3
tt0445396,41338,The President's Last Bang,ko,Comedy,0,MK Pictures,2005-02-03,102.0,0.406829,0,1358.0,6.9
tt0405469,9904,The Wild,en,Family,1,C.O.R.E. Feature Animation,2006-03-06,94.0,7.904333,0,24302.0,5.2
tt0463345,50724,My Brother's Wife,es,Romance,0,Cinefarm,2005-11-04,89.0,3.346139,0,3142.0,6.1
tt0384537,588,Silent Hill,en,Horror,1,TriStar Pictures,2006-04-21,125.0,7.938457,0,214921.0,6.5
tt0387055,17247,Battle in Heaven,es,Drama,0,Coproduction Office,2005-05-15,96.0,2.329513,0,6070.0,5.6
tt0465142,9310,American Dreamz,en,Comedy,0,Universal Pictures,2006-03-04,107.0,4.936369,0,24313.0,5.4
tt0030252,48369,Hôtel du Nord,fr,Romance,0,Societé d'Exploitation et de Distribution de Films (SEDIF),1938-12-19,95.0,1.195247,0,2268.0,7.7
tt0448564,18858,Irresistible,en,Drama,0,Cascade Films,2006-04-18,103.0,4.094629,0,5961.0,5.7
tt0023196,35545,Mata Hari,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1931-12-26,89.0,1.41344,0,3341.0,6.6
tt0126765,1557,23,de,Drama,0,Claussen & Wöbke Filmproduktion GmbH,1998-07-02,99.0,8.271531,0,6447.0,7.3
tt0434124,16367,Kinky Boots,en,Comedy,0,Miramax,2005-08-30,107.0,4.893525,0,18484.0,7.1
tt0034798,17131,The Glass Key,en,Crime,0,Paramount Pictures,1942-10-14,85.0,1.642878,0,5825.0,7.1
tt0427954,8982,The Protector,th,Action,1,Sahamongkolfilm Co.,2005-08-11,108.0,9.005167,0,35384.0,7.1
tt0317919,956,Mission: Impossible III,en,Adventure,1,Paramount Pictures,2006-05-03,126.0,15.687983,0,333002.0,6.9
tt0445760,36253,The Wayward Cloud,zh,Music,0,Arena Films,2005-05-19,114.0,1.606481,0,4898.0,6.6
tt0341384,1416,The Coast Guard,ko,Thriller,0,Korea Pictures,2002-11-22,96.0,1.915235,0,3242.0,6.5
tt0449089,9530,RV,en,Comedy,0,Columbia Pictures,2006-04-28,99.0,11.511424,0,56838.0,5.5
tt0475276,9829,United 93,en,Drama,0,Universal Pictures,2006-04-28,111.0,10.527141,0,99005.0,7.5
tt0430634,10115,Stick It,en,Comedy,0,Kaltenbach Pictures,2006-04-21,105.0,7.255225,0,26695.0,6.4
tt0040766,560,Secret Beyond the Door,en,Crime,0,Walter Wanger Productions,1948-01-01,99.0,2.842257,0,4507.0,6.8
tt0464105,5717,Man Push Cart,en,Drama,0,Noruz Films (I),2005-09-01,87.0,3.472216,0,3114.0,7.0
tt0423176,41292,The World,zh,Drama,0,Office Kitano,2005-03-18,143.0,0.80315,0,3102.0,7.1
tt0066390,14384,Soldier Blue,en,Action,0,Embassy Pictures,1970-08-12,112.0,3.391783,0,5032.0,6.9
tt0024028,28432,Footlight Parade,en,Comedy,0,Warner Bros.,1933-10-21,104.0,2.568773,0,4967.0,7.6
tt0316187,19719,LolliLove,en,Comedy,0,LolliLove Productions,2004-11-21,64.0,1.677933,0,1363.0,6.2
tt0429573,10008,An American Haunting,en,Horror,0,Allan Zeman Productions,2005-05-05,83.0,5.026855,0,24855.0,5.1
tt0398027,7870,Down in the Valley,en,Drama,0,Element Films,2005-05-13,112.0,11.448612,0,17915.0,6.4
tt0442286,34019,The Hidden Blade,ja,Drama,1,Eisei Gekijo,2004-10-30,132.0,1.033814,0,6300.0,7.7
tt0327084,7518,Over the Hedge,en,Comedy,0,DreamWorks Animation,2006-04-22,83.0,9.382953,0,161443.0,6.7
tt0364955,9786,Art School Confidential,en,Comedy,0,United Artists,2006-11-10,102.0,11.611468,0,16708.0,6.3
tt0409182,503,Poseidon,en,Adventure,0,Warner Bros.,2006-05-12,99.0,6.581669,0,99443.0,5.7
tt0382625,591,The Da Vinci Code,en,Thriller,1,Columbia Pictures,2006-05-17,149.0,18.566706,0,404902.0,6.6
tt0376994,36668,X-Men: The Last Stand,en,Adventure,1,Twentieth Century Fox,2006-05-24,104.0,0.867943,0,486433.0,6.7
tt0452594,9767,The Break-Up,en,Romance,0,Universal Pictures,2006-06-01,106.0,6.327193,0,126449.0,5.8
tt0438315,13689,Peaceful Warrior,en,Drama,0,DEJ Productions,2006-03-30,120.0,10.398351,0,26863.0,7.3
tt0417385,18164,Twelve and Holding,en,Drama,0,Serenade Films,2005-09-11,90.0,1.829593,0,6729.0,7.5
tt0419256,15013,Wah-Wah,en,Drama,0,Scion Films,2005-08-17,120.0,1.528003,0,2966.0,6.8
tt0415949,21014,Keeping Up with the Steins,en,Comedy,0,Miramax,2006-05-12,90.0,8.433369,0,3034.0,5.3
tt0317219,920,Cars,en,Animation,1,Pixar Animation Studios,2006-06-08,117.0,18.907948,0,373623.0,7.1
tt0413466,18484,Wassup Rockers,en,Drama,0,Capital Entertainment,2005-09-12,111.0,1.489895,0,4696.0,6.0
tt0343996,9700,The Lost City,en,Drama,0,Crescent Drive Pictures,2005-09-03,144.0,2.637004,0,9213.0,6.6
tt0360016,14167,Standing Still,en,Comedy,0,Insomnia Entertainment,2005-01-02,90.0,2.095106,0,2237.0,5.7
tt0117715,59892,Conspirators of Pleasure,cs,Drama,0,Athanor,1996-10-17,83.0,1.274652,0,3218.0,7.4
tt0037343,15264,Tall in the Saddle,en,Western,0,RKO Radio Pictures,1944-09-29,87.0,9.444861,0,2847.0,7.0
tt0049006,20330,Beyond a Reasonable Doubt,en,Crime,0,Bert E. Friedlob Productions,1956-09-05,80.0,1.609677,0,4824.0,7.0
tt0098333,44126,Sinbad of the Seven Seas,en,Action,0,Cannon Films,1989-04-01,93.0,1.525287,0,1473.0,4.4
tt0071786,55418,The Earth Is a Sinful Song,fi,Drama,0,RM-Tuotanto,1973-11-02,104.0,0.768542,0,773.0,6.9
tt0456658,101908,Shanghai Dreams,zh,Drama,0,Debo Film Ltd.,2005-06-03,123.0,0.334025,0,1078.0,7.0
tt0047647,12766,Vera Cruz,en,Action,0,Hecht-Lancaster Productions,1954-12-25,94.0,2.320058,0,9221.0,7.1
tt0404802,15402,The Notorious Bettie Page,en,Comedy,0,HBO Films,2005-09-14,91.0,3.678394,0,10519.0,6.5
tt0435696,26116,The Mechanik,en,Action,0,Millennium Films,2005-11-02,94.0,2.895673,0,3607.0,5.6
tt0091725,32446,Parting Glances,en,Comedy,0,Rondo Productions,1986-01-01,90.0,2.699266,0,2764.0,7.1
tt0425055,80919,Game 6,en,Comedy,0,Serenade Films,2005-03-10,87.0,4.396455,0,2467.0,5.8
tt0416471,15366,American Gun,en,Drama,0,IFC Films,2005-01-01,95.0,5.16295,0,2996.0,6.1
tt0409034,53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School,en,Comedy,0,Unclaimed Freight Productions,2006-01-24,103.0,7.113961,0,2969.0,6.6
tt0410400,38344,On a Clear Day,en,Drama,0,Baker Street,2005-08-18,98.0,0.662855,0,3132.0,6.9
tt0466909,806,The Omen,en,Drama,0,Twentieth Century Fox,2006-06-06,110.0,5.670679,0,56542.0,5.5
tt0396688,20021,The King,en,Drama,0,ContentFilm,2005-01-01,105.0,1.233312,0,7089.0,6.7
tt0457510,9353,Nacho Libre,en,Comedy,0,Paramount Pictures,2006-06-16,92.0,12.042646,0,82046.0,5.8
tt0410297,2044,The Lake House,en,Romance,0,Warner Bros.,2006-06-16,99.0,12.589019,0,141593.0,6.8
tt0389860,9339,Click,en,Comedy,0,Columbia Pictures,2006-06-22,107.0,9.796552,0,308246.0,6.4
tt0036341,20945,The Seventh Victim,en,Drama,0,RKO Radio Pictures,1943-08-21,71.0,2.411819,0,6091.0,6.8
tt0066842,122271,Bleak Moments,en,Comedy,0,Autumn Productions,1971-01-01,111.0,0.601614,0,1286.0,7.4
tt0458352,350,The Devil Wears Prada,en,Comedy,0,Fox 2000 Pictures,2006-06-30,109.0,13.102384,0,376080.0,6.9
tt0463034,1819,"You, Me and Dupree",en,Comedy,0,Universal Pictures,2006-07-14,108.0,8.570085,0,78760.0,5.6
tt0424345,2295,Clerks II,en,Comedy,1,The Weinstein Company,2006-05-25,97.0,8.466725,0,130470.0,7.3
tt0452637,9697,Lady in the Water,en,Drama,0,Warner Bros.,2006-07-21,110.0,8.704554,0,95246.0,5.5
tt0465624,4474,My Super Ex-Girlfriend,en,Fantasy,0,New Regency Productions,2006-06-20,95.0,12.819565,0,62046.0,5.1
tt0037859,30022,Lady on a Train,en,Crime,0,Universal Pictures,1945-08-17,94.0,2.36288,0,1741.0,6.8
tt0060097,28673,Nightmare Castle,en,Horror,0,Cinematografica EmmeCi,1965-06-16,104.0,0.917919,0,2216.0,5.8
tt0065976,20556,Let It Be,en,Documentary,0,Apple Corps,1970-05-13,81.0,2.494236,0,5490.0,7.8
tt0205725,4962,"Farewell, Home Sweet Home",fr,Drama,0,Pierre Grise Productions,1999-12-01,118.0,0.63125,0,910.0,7.2
tt0437179,10007,See No Evil,en,Horror,1,World Wrestling Entertainment (WWE),2006-05-19,84.0,5.659608,0,26066.0,5.1
tt0422720,1887,Marie Antoinette,en,Drama,0,Columbia Pictures,2006-05-24,123.0,8.852557,0,102884.0,6.5
tt0039545,1841,Lady in the Lake,en,Mystery,0,Metro-Goldwyn-Mayer (MGM),1947-01-23,105.0,4.558579,0,5131.0,6.6
tt0067625,71762,Trial on the Road,ru,War,0,Lenfilm Studio,1971-11-06,96.0,1.522605,0,2021.0,7.9
tt0489037,13508,Who Killed the Electric Car?,en,Documentary,0,Plinyminor,2006-08-04,92.0,8.570312,0,12168.0,7.6
tt0326429,1611,The Miracle of Bern,de,Drama,0,Little Shark Entertainment GmbH,2003-10-15,118.0,12.485973,0,6598.0,6.7
tt0497116,1781,An Inconvenient Truth,en,Documentary,1,Lawrence Bender Productions,2006-01-24,100.0,6.684925,0,80614.0,7.4
tt0030848,43155,Test Pilot,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1938-04-22,118.0,0.585649,0,2190.0,6.9
tt0101545,16270,Career Opportunities,en,Drama,0,Hughes Entertainment,1991-03-29,83.0,11.718412,0,11451.0,5.9
tt0092758,42003,Chuck Berry: Hail! Hail! Rock 'n' Roll,en,Documentary,0,Delilah Films,1987-01-01,120.0,0.471573,0,1261.0,7.8
tt0063469,63100,Psych-Out,en,Drama,0,Dick Clark Productions,1968-03-06,101.0,1.037835,0,2528.0,6.0
tt0398839,18404,National Lampoon's Cattle Call,en,Comedy,1,Astrablu Media,2006-06-01,83.0,1.902012,0,1117.0,3.7
tt0038948,51571,Sister Kenny,en,Drama,0,RKO Radio Pictures,1946-10-10,116.0,0.359871,0,998.0,7.2
tt0386651,16074,Mountain Patrol,bo,Drama,0,Columbia Pictures,2004-10-01,85.0,1.811939,0,4767.0,7.6
tt0446685,34787,Drawing Restraint 9,en,Fantasy,0,Restraint LLC,2005-07-01,135.0,1.994926,0,1435.0,6.4
